cell_id	module_score	state	patient_id	cell_type	treatment_group	Cohort	no.of.genes	no.of.reads
cy110_CD45neg_CD90neg_S69	0.0	tnk_effector	Mel110	Mal	post.treatment	New	7935	764218
cy110_CD45neg_CD90neg_S79	0.0	tnk_effector	Mel110	Mal	post.treatment	New	7788	704409
cy98_CD45pos_2_S338	4.789865888093827	tnk_effector	Mel98	T.CD8	post.treatment	New	4195	582195
cy98_CD45pos_1_S235	4.641740290494258	tnk_effector	Mel98	T.CD8	post.treatment	New	4179	570775
cy110_CD45neg_CD90neg_S64	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8184	1036622
cy98_CD45pos_1_S220	0.0	tnk_effector	Mel98	Macrophage	post.treatment	New	6015	1632886
cy98_CD45pos_2_S321	0.0	tnk_effector	Mel98	Macrophage	post.treatment	New	5130	751894
cy98_CD45pos_1_S222	5.502310912317476	tnk_effector	Mel98	T.CD8	post.treatment	New	4324	1001761
cy98_CD45pos_2_S317	1.8867124982744439	tnk_effector	Mel98	T.CD8	post.treatment	New	3563	408924
cy112_CD45neg_CD90neg_S103	0.0	tnk_effector	Mel112	Mal	treatment.naive	New	2007	1744694
cy98_CD45pos_2_S346	2.85620278202991	tnk_effector	Mel98	T.CD8	post.treatment	New	4198	434009
cy98_CD45pos_2_S367	6.6122176205071215	tnk_effector	Mel98	T.CD8	post.treatment	New	4690	632954
cy112_CD45neg_CD90neg_S97	0.0	tnk_effector	Mel112	Mal	treatment.naive	New	2481	3618062
cy110_CD45neg_CD90neg_S43	0.0	tnk_effector	Mel110	Mal	post.treatment	New	5899	79607
cy98_CD45pos_2_S350	0.9059872715031169	tnk_effector	Mel98	Macrophage	post.treatment	New	5225	311432
cy98_CD45pos_2_S373	8.699809564102672	tnk_effector	Mel98	T.CD8	post.treatment	New	3721	753920
cy98_CD45pos_1_S211	4.11442851504053	tnk_effector	Mel98	T.CD8	post.treatment	New	7503	1909096
cy98_CD45pos_2_S363	0.0	tnk_effector	Mel98	T.CD4	post.treatment	New	3744	521747
cy98_CD45pos_1_S214	3.2835996427195595	tnk_effector	Mel98	T.CD8	post.treatment	New	4287	941479
cy110_CD45neg_CD90neg_S50	0.0	tnk_effector	Mel110	Mal	post.treatment	New	7005	1403232
cy98_CD45pos_1_S239	6.33339089475335	tnk_effector	Mel98	T.CD8	post.treatment	New	3824	576721
cy110_CD45neg_CD90neg_S3	0.0	tnk_effector	Mel110	Mal	post.treatment	New	3219	16654
cy98_CD45pos_1_S226	0.207406146188994	tnk_effector	Mel98	T.CD4	post.treatment	New	4951	1489322
cy110_CD45neg_CD90neg_S54	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8392	950563
cy98_CD45pos_1_S196	2.0254848290462073	tnk_effector	Mel98	Macrophage	post.treatment	New	5447	1339823
cy98_CD45pos_2_S289	4.690924539213603	tnk_effector	Mel98	T.CD8	post.treatment	New	3773	649818
cy98_CD45pos_2_S348	2.674012758920874	tnk_effector	Mel98	T.CD8	post.treatment	New	4527	436642
cy98_CD45pos_2_S322	0.997700583693282	tnk_effector	Mel98	T.CD4	post.treatment	New	4071	768429
cy98_CD45pos_2_S357	2.783771990863986	tnk_effector	Mel98	T.CD8	post.treatment	New	4378	688620
cy98_CD45pos_2_S354	0.0	tnk_effector	Mel98	Macrophage	post.treatment	New	7965	344167
cy98_CD45pos_2_S379	0.582989430095916	tnk_effector	Mel98	?	post.treatment	New	3179	315731
cy98_CD45pos_2_S374	0.715666989736322	tnk_effector	Mel98	Macrophage	post.treatment	New	5765	1202363
cy98_CD45pos_2_S330	0.0	tnk_effector	Mel98	Macrophage	post.treatment	New	4390	392644
cy98_CD45pos_2_S342	3.348585670812158	tnk_effector	Mel98	T.CD8	post.treatment	New	3409	310131
cy98_CD45pos_2_S311	0.0	tnk_effector	Mel98	Macrophage	post.treatment	New	5329	1003515
cy98_CD45pos_2_S355	0.0	tnk_effector	Mel98	T.CD4	post.treatment	New	3996	361311
cy98_CD45pos_2_S383	4.93718564567111	tnk_effector	Mel98	T.CD8	post.treatment	New	4694	643766
cy98_CD45pos_2_S368	0.770099882751624	tnk_effector	Mel98	T.CD4	post.treatment	New	4320	409190
cy98_CD45pos_1_S230	3.4201911562899276	tnk_effector	Mel98	Macrophage	post.treatment	New	6021	1356748
cy98_CD45pos_2_S358	0.0	tnk_effector	Mel98	?	post.treatment	New	2880	619469
cy98_CD45pos_1_S193	6.161204619046096	tnk_effector	Mel98	T.CD8	post.treatment	New	3998	894723
cy98_CD45pos_1_S234	4.082052752950136	tnk_effector	Mel98	T.CD8	post.treatment	New	4561	1232204
cy98_CD45pos_2_S372	0.0	tnk_effector	Mel98	T.cell	post.treatment	New	3962	313091
cy110_CD45neg_CD90neg_S96	0.41783182638224803	tnk_effector	Mel110	?	post.treatment	New	1833	50923
cy98_CD45pos_2_S340	4.685548295008606	tnk_effector	Mel98	T.CD8	post.treatment	New	3800	504925
cy98_CD45pos_2_S364	1.037284264267702	tnk_effector	Mel98	Macrophage	post.treatment	New	4669	805386
cy98_CD45pos_2_S359	0.0	tnk_effector	Mel98	T.cell	post.treatment	New	3492	300183
cy110_CD45neg_CD90neg_S95	0.01076128873915876	tnk_effector	Mel110	Mal	post.treatment	New	8718	1256569
cy98_CD45pos_1_S207	0.00768723633122158	tnk_effector	Mel98	Macrophage	post.treatment	New	5910	2414395
cy110_CD45neg_CD90neg_S21	0.0	tnk_effector	Mel110	Mal	post.treatment	New	4925	52855
cy98_CD45pos_2_S333	4.89585511627097	tnk_effector	Mel98	T.CD8	post.treatment	New	3828	452773
cy98_CD45pos_2_S291	3.228527719823384	tnk_effector	Mel98	T.CD8	post.treatment	New	3672	378863
cy98_CD45pos_1_S225	0.027762893780456398	tnk_effector	Mel98	T.cell	post.treatment	New	3474	513597
cy98_CD45pos_2_S298	0.0	tnk_effector	Mel98	Macrophage	post.treatment	New	3806	326545
cy110_CD45neg_CD90neg_S68	0.0	tnk_effector	Mel110	Mal	post.treatment	New	7897	629973
cy98_CD45pos_2_S302	1.375131442510376	tnk_effector	Mel98	T.CD8	post.treatment	New	4010	509077
cy98_CD45pos_2_S337	5.789904793865112	tnk_effector	Mel98	T.CD8	post.treatment	New	4086	946654
cy103_CD45pos_S225	0.0	tnk_effector	Mel103	B.cell	treatment.naive	New	4872	837709
cy110_CD45neg_CD90neg_S135	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8827	1984917
cy103_CD45neg_CD90neg_S60	0.354714884554262	tnk_effector	Mel103	Mal	treatment.naive	New	5608	1345193
cy103_CD45neg_CD90neg_S28	5.8639283801549045	tnk_effector	Mel103	Mal	treatment.naive	New	3867	163254
cy110_CD45pos_S331	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	6502	1104309
cy110_CD45neg_CD90neg_S184	0.0	tnk_effector	Mel110	Mal	post.treatment	New	9207	1489355
cy103_CD45neg_CD90neg_S68	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	2595	599307
cy103_CD45neg_CD90neg_S16	0.0	tnk_effector	Mel103	?	treatment.naive	New	1811	68257
cy110_CD45pos_S297	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	5708	761294
cy103_CD45pos_S282	0.0	tnk_effector	Mel103	B.cell	treatment.naive	New	3421	90629
cy103_CD45neg_CD90neg_S18	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	2045	16713
cy110_CD45neg_CD90neg_S190	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8565	1395203
cy110_CD45pos_S342	1.521909627799886	tnk_effector	Mel110	T.CD8	post.treatment	New	2863	87042
cy110_CD45pos_S329	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	5449	468947
cy103_CD45pos_S224	0.0	tnk_effector	Mel103	B.cell	treatment.naive	New	4254	425073
cy110_CD45neg_CD90neg_S120	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8862	1473662
cy103_CD45neg_CD90neg_S64	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	3269	464304
cy110_CD45pos_S308	0.0	tnk_effector	Mel110	T.CD4	post.treatment	New	4507	375374
cy103_CD45pos_S195	0.0	tnk_effector	Mel103	Macrophage	treatment.naive	New	5285	636901
cy103_CD45neg_CD90neg_S1	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	8592	176109
cy103_CD45neg_CD90neg_S30	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	2497	27442
cy103_CD45pos_S247	0.0	tnk_effector	Mel103	B.cell	treatment.naive	New	4463	484427
cy110_CD45pos_S358	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	5678	188701
cy110_CD45pos_S313	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	7044	1003661
cy103_CD45pos_S278	3.6732455603989522	tnk_effector	Mel103	T.cell	treatment.naive	New	5673	403812
cy103_CD45pos_S204	0.0	tnk_effector	Mel103	B.cell	treatment.naive	New	4791	553009
cy103_CD45neg_CD90neg_S25	0.0	tnk_effector	Mel103	?	treatment.naive	New	1916	1046868
cy110_CD45pos_S332	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	5676	641536
cy103_CD45pos_S222	0.0	tnk_effector	Mel103	T.CD4	treatment.naive	New	4998	329558
cy103_CD45pos_S220	5.428612120034426	tnk_effector	Mel103	T.CD8	treatment.naive	New	6052	372681
cy103_CD45pos_S265	7.8780090898475095	tnk_effector	Mel103	T.CD8	treatment.naive	New	3831	158769
cy103_CD45neg_CD90neg_S77	0.0	tnk_effector	Mel103	?	treatment.naive	New	3322	22074
cy103_CD45neg_CD90neg_S13	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	6777	1444988
cy103_CD45pos_S196	5.22643460465593	tnk_effector	Mel103	T.CD8	treatment.naive	New	3883	234835
cy103_CD45pos_S268	0.0	tnk_effector	Mel103	B.cell	treatment.naive	New	3474	100660
cy103_CD45neg_CD90neg_S27	0.0	tnk_effector	Mel103	?	treatment.naive	New	3657	463792
cy103_CD45neg_CD90neg_S35	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	4163	1340030
cy110_CD45pos_S336	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	7781	1756730
cy103_CD45pos_S267	5.52986497282618	tnk_effector	Mel103	T.CD8	treatment.naive	New	4939	404515
cy110_CD45neg_CD90neg_S115	0.0	tnk_effector	Mel110	Mal	post.treatment	New	9854	2059538
cy110_CD45pos_S352	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	5068	335258
cy103_CD45neg_CD90neg_S45	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	2071	1114313
cy110_CD45pos_S381	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	6156	844932
cy103_CD45neg_CD90neg_S52	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	4365	639814
cy110_CD45pos_S303	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	7341	1489594
cy103_CD45pos_S253	4.98302438834292	tnk_effector	Mel103	T.CD8	treatment.naive	New	3989	161474
cy110_CD45pos_S339	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	5499	849101
cy103_CD45pos_S273	0.036284128056028396	tnk_effector	Mel103	Macrophage	treatment.naive	New	6078	494228
cy103_CD45pos_S245	0.0	tnk_effector	Mel103	T.CD4	treatment.naive	New	3835	139368
cy103_CD45pos_S260	0.0	tnk_effector	Mel103	B.cell	treatment.naive	New	3596	249162
cy110_CD45neg_CD90neg_S117	0.0	tnk_effector	Mel110	Mal	post.treatment	New	9043	2011846
cy110_CD45pos_S363	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	4571	759038
cy110_CD45pos_S292	3.962282460974496	tnk_effector	Mel110	T.CD8	post.treatment	New	4893	317460
cy103_CD45pos_S199	0.0	tnk_effector	Mel103	B.cell	treatment.naive	New	4078	351349
cy103_CD45pos_S230	0.046532151358055	tnk_effector	Mel103	B.cell	treatment.naive	New	4540	362877
cy103_CD45pos_S249	4.24272228376275	tnk_effector	Mel103	T.CD8	treatment.naive	New	5839	820757
cy110_CD45pos_S326	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	7274	2035013
cy103_CD45pos_S250	0.0	tnk_effector	Mel103	B.cell	treatment.naive	New	6055	383129
cy103_CD45pos_S248	0.0	tnk_effector	Mel103	T.CD4	treatment.naive	New	3816	218092
cy103_CD45neg_CD90neg_S24	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	4973	428724
cy103_CD45neg_CD90neg_S11	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	5254	858833
cy110_CD45pos_S378	0.31564283309449	tnk_effector	Mel110	?	post.treatment	New	6738	86976
cy110_CD45pos_S370	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	5741	175888
cy110_CD45neg_CD90neg_S132	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8263	871903
cy110_CD45neg_CD90neg_S128	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8866	1451642
cy103_CD45neg_CD90neg_S87	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	5171	1135078
cy103_CD45pos_S229	2.421569581622202	tnk_effector	Mel103	T.CD4	treatment.naive	New	4213	373726
cy103_CD45pos_S285	4.270527096557101	tnk_effector	Mel103	T.CD8	treatment.naive	New	5639	363684
cy103_CD45pos_S264	3.409416448861188	tnk_effector	Mel103	T.CD8	treatment.naive	New	4786	732294
cy103_CD45neg_CD90neg_S94	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	4318	445598
cy103_CD45neg_CD90neg_S57	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	5697	206046
cy110_CD45neg_CD90neg_S97	0.0	tnk_effector	Mel110	Mal	post.treatment	New	10535	884907
cy110_CD45neg_CD90neg_S123	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8930	1348568
cy103_CD45neg_CD90neg_S7	0.00852886748169874	tnk_effector	Mel103	Mal	treatment.naive	New	4815	1817090
cy103_CD45neg_CD90neg_S49	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	3519	1624501
cy103_CD45neg_CD90neg_S58	0.0	tnk_effector	Mel103	Endo.	treatment.naive	New	3299	434324
cy103_CD45neg_CD90neg_S20	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	2749	143439
cy110_CD45pos_S290	0.0370464508460322	tnk_effector	Mel110	Macrophage	post.treatment	New	7338	1497209
cy103_CD45pos_S238	4.169249348369026	tnk_effector	Mel103	T.CD8	treatment.naive	New	5321	456240
cy103_CD45pos_S209	1.111665773538008	tnk_effector	Mel103	T.cell	treatment.naive	New	4104	261710
cy103_CD45pos_S228	4.747232859166099	tnk_effector	Mel103	T.CD8	treatment.naive	New	4958	697101
cy110_CD45pos_S291	0.29403552215510953	tnk_effector	Mel110	Macrophage	post.treatment	New	6849	1556424
cy103_CD45pos_S227	6.222595599685828	tnk_effector	Mel103	T.CD8	treatment.naive	New	4788	645430
cy110_CD45neg_CD90neg_S114	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8698	1906533
cy110_CD45pos_S354	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	5205	244129
cy110_CD45pos_S300	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	7458	1468099
cy103_CD45neg_CD90neg_S79	0.0121478315715357	tnk_effector	Mel103	Mal	treatment.naive	New	5195	1565857
cy103_CD45neg_CD90neg_S88	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	2037	329816
cy103_CD45neg_CD90neg_S38	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	3862	547634
cy103_CD45pos_S275	2.0534464791430618	tnk_effector	Mel103	T.CD8	treatment.naive	New	5755	639620
cy103_CD45pos_S244	0.0	tnk_effector	Mel103	Macrophage	treatment.naive	New	4355	237211
cy110_CD45neg_CD90neg_S110	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8484	1913977
cy103_CD45pos_S276	2.144144425571338	tnk_effector	Mel103	T.CD8	treatment.naive	New	8501	157064
cy103_CD45neg_CD90neg_S9	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	6086	1437863
cy103_CD45neg_CD90neg_S61	3.694674151265562	tnk_effector	Mel103	Mal	treatment.naive	New	7242	1432973
cy103_CD45pos_S235	6.634745232891082	tnk_effector	Mel103	T.cell	treatment.naive	New	7629	641839
cy103_CD45neg_CD90neg_S23	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	5837	119422
cy103_CD45pos_S252	5.048939601931406	tnk_effector	Mel103	T.CD8	treatment.naive	New	5336	763574
cy110_CD45pos_S296	1.176847977787104	tnk_effector	Mel110	Macrophage	post.treatment	New	6884	170566
cy103_CD45neg_CD90neg_S78	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	2419	104052
cy103_CD45pos_S258	0.635583558439168	tnk_effector	Mel103	T.CD4	treatment.naive	New	5087	169008
cy110_CD45pos_S317	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	5692	492671
cy110_CD45pos_S375	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	5924	1437819
cy110_CD45pos_S307	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	5815	881018
cy110_CD45neg_CD90neg_S153	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8596	1499547
cy103_CD45pos_S251	0.0	tnk_effector	Mel103	B.cell	treatment.naive	New	5452	1130028
cy103_CD45neg_CD90neg_S95	4.023714548061068	tnk_effector	Mel103	Mal	treatment.naive	New	5932	1085702
cy103_CD45pos_S274	4.406342457511745	tnk_effector	Mel103	Macrophage	treatment.naive	New	6040	418143
cy103_CD45neg_CD90neg_S22	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	3405	208560
cy103_CD45neg_CD90neg_S51	0.01626792549038776	tnk_effector	Mel103	Mal	treatment.naive	New	5772	1134000
cy110_CD45pos_S299	0.9499506137526165	tnk_effector	Mel110	T.cell	post.treatment	New	6545	920282
cy110_CD45pos_S314	0.0	tnk_effector	Mel110	T.cell	post.treatment	New	4559	939448
cy103_CD45pos_S223	3.1417468002322524	tnk_effector	Mel103	B.cell	treatment.naive	New	5843	635809
cy110_CD45neg_CD90neg_S129	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8851	1524633
cy103_CD45pos_S231	0.025130220332304	tnk_effector	Mel103	B.cell	treatment.naive	New	4534	685880
cy110_CD45pos_S316	0.5394658047587441	tnk_effector	Mel110	Macrophage	post.treatment	New	6175	591373
cy103_CD45neg_CD90neg_S76	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	4303	409521
cy110_CD45neg_CD90neg_S182	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8759	1453563
cy103_CD45pos_S226	4.238410166631322	tnk_effector	Mel103	T.CD8	treatment.naive	New	5375	916568
cy110_CD45pos_S334	0.0	tnk_effector	Mel110	T.CD4	post.treatment	New	4275	370989
cy103_CD45neg_CD90neg_S80	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	4238	614826
cy110_CD45neg_CD90neg_S160	0.0	tnk_effector	Mel110	Mal	post.treatment	New	9517	1245218
cy110_CD45pos_S373	0.0	tnk_effector	Mel110	B.cell	post.treatment	New	2278	31709
cy110_CD45neg_CD90neg_S152	0.0	tnk_effector	Mel110	Mal	post.treatment	New	6014	1723031
cy103_CD45pos_S218	0.0	tnk_effector	Mel103	B.cell	treatment.naive	New	4974	457595
cy103_CD45pos_S242	2.05343716056396	tnk_effector	Mel103	Macrophage	treatment.naive	New	5219	545098
cy110_CD45neg_CD90neg_S121	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8794	1100731
cy110_CD45pos_S294	2.014217214352202	tnk_effector	Mel110	T.cell	post.treatment	New	4393	188024
cy103_CD45pos_S233	0.07100325284391	tnk_effector	Mel103	B.cell	treatment.naive	New	5643	418229
cy103_CD45neg_CD90neg_S43	0.011871055523284239	tnk_effector	Mel103	Mal	treatment.naive	New	5477	1820302
cy110_CD45neg_CD90neg_S162	0.0	tnk_effector	Mel110	?	post.treatment	New	2853	856145
cy103_CD45pos_S203	5.229627630521354	tnk_effector	Mel103	T.CD8	treatment.naive	New	4691	498850
cy103_CD45neg_CD90neg_S63	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	3689	1554031
cy110_CD45neg_CD90neg_S165	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8518	1444280
cy103_CD45pos_S239	0.2351368541462	tnk_effector	Mel103	B.cell	treatment.naive	New	6937	676666
cy110_CD45neg_CD90neg_S168	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8051	1405734
cy110_CD45neg_CD90neg_S139	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8592	1901272
cy110_CD45pos_S293	0.8680127439305579	tnk_effector	Mel110	Macrophage	post.treatment	New	5687	414186
cy103_CD45pos_S234	1.449841657150796	tnk_effector	Mel103	B.cell	treatment.naive	New	6306	554010
cy110_CD45neg_CD90neg_S106	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8201	1357237
cy103_CD45pos_S279	5.75486680181756	tnk_effector	Mel103	T.CD8	treatment.naive	New	4481	546232
cy110_CD45neg_CD90neg_S138	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8546	1047556
cy103_CD45pos_S283	5.057935826284614	tnk_effector	Mel103	T.CD8	treatment.naive	New	7689	235434
cy103_CD45neg_CD90neg_S69	3.6889627064988284	tnk_effector	Mel103	?	treatment.naive	New	5329	43440
cy103_CD45pos_S217	1.209538212135062	tnk_effector	Mel103	B.cell	treatment.naive	New	3970	310304
cy110_CD45pos_S328	0.16637544823833458	tnk_effector	Mel110	Macrophage	post.treatment	New	7170	686011
cy103_CD45neg_CD90neg_S73	0.1021194805810296	tnk_effector	Mel103	Mal	treatment.naive	New	6853	1528977
cy110_CD45pos_S338	0.0	tnk_effector	Mel110	T.CD4	post.treatment	New	4470	491996
cy110_CD45neg_CD90neg_S157	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8182	1188518
cy110_CD45pos_S325	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	6548	1161701
cy110_CD45pos_S374	0.0	tnk_effector	Mel110	T.CD4	post.treatment	New	4888	850065
cy110_CD45pos_S382	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	5006	310516
cy103_CD45pos_S205	0.270438707549006	tnk_effector	Mel103	B.cell	treatment.naive	New	3883	272140
cy103_CD45pos_S272	5.052292334046131	tnk_effector	Mel103	T.CD8	treatment.naive	New	3713	122928
cy103_CD45pos_S246	0.0	tnk_effector	Mel103	B.cell	treatment.naive	New	3320	179213
cy110_CD45pos_S289	0.26691365513322596	tnk_effector	Mel110	Macrophage	post.treatment	New	10484	1151616
cy110_CD45pos_S298	0.605218362868266	tnk_effector	Mel110	Macrophage	post.treatment	New	6443	359405
cy103_CD45pos_S236	0.0	tnk_effector	Mel103	B.cell	treatment.naive	New	4572	571900
cy110_CD45pos_S318	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	6113	433653
cy103_CD45pos_S241	0.0	tnk_effector	Mel103	Macrophage	treatment.naive	New	4011	365790
cy103_CD45neg_CD90neg_S72	0.1420345496559324	tnk_effector	Mel103	Mal	treatment.naive	New	5559	904412
cy103_CD45pos_S197	0.0	tnk_effector	Mel103	B.cell	treatment.naive	New	4015	161625
cy103_CD45pos_S219	7.006042405155915	tnk_effector	Mel103	T.CD8	treatment.naive	New	5159	533023
cy103_CD45pos_S277	0.062300623093653994	tnk_effector	Mel103	B.cell	treatment.naive	New	4085	273208
cy110_CD45pos_S355	2.7208484177075674	tnk_effector	Mel110	T.CD4	post.treatment	New	7193	1381240
cy110_CD45neg_CD90neg_S161	0.0	tnk_effector	Mel110	Mal	post.treatment	New	9573	1533407
cy103_CD45neg_CD90neg_S56	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	2171	688417
cy110_CD45pos_S379	1.06123786311436	tnk_effector	Mel110	Macrophage	post.treatment	New	6536	1215411
cy103_CD45pos_S256	1.039258457142446	tnk_effector	Mel103	B.cell	treatment.naive	New	3289	169151
cy103_CD45neg_CD90neg_S42	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	2241	9685
cy103_CD45neg_CD90neg_S82	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	4206	413529
cy110_CD45pos_S366	3.2832868165839058	tnk_effector	Mel110	T.CD8	post.treatment	New	3228	125937
cy103_CD45neg_CD90neg_S3	0.016540517866049858	tnk_effector	Mel103	Mal	treatment.naive	New	5458	1416366
cy110_CD45neg_CD90neg_S98	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8427	1073473
cy103_CD45neg_CD90neg_S14	0.0	tnk_effector	Mel103	?	treatment.naive	New	2244	1403330
cy103_CD45neg_CD90neg_S19	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	2810	812787
cy110_CD45neg_CD90neg_S166	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8815	1241604
cy103_CD45pos_S266	0.0	tnk_effector	Mel103	T.CD4	treatment.naive	New	3804	305939
cy110_CD45pos_S302	0.0	tnk_effector	Mel110	T.CD4	post.treatment	New	4643	456652
cy110_CD45pos_S310	0.0	tnk_effector	Mel110	T.CD8	post.treatment	New	8003	274799
cy103_CD45pos_S213	6.729985408359613	tnk_effector	Mel103	T.cell	treatment.naive	New	4673	930896
cy103_CD45neg_CD90neg_S33	0.0	tnk_effector	Mel103	Mal	treatment.naive	New	4751	1015814
cy110_CD45pos_S330	0.495742600488344	tnk_effector	Mel110	Macrophage	post.treatment	New	5389	168907
cy110_CD45pos_S376	0.0	tnk_effector	Mel110	Macrophage	post.treatment	New	3925	319031
cy103_CD45pos_S200	0.0	tnk_effector	Mel103	B.cell	treatment.naive	New	4181	295954
cy110_CD45neg_CD90neg_S140	0.0	tnk_effector	Mel110	Mal	post.treatment	New	8608	1233522
